contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_4_length_1961_cov_0.638535,57,1961,0.638535,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_40_length_1112_cov_1.066667,25,1112,1.066667,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XR_002135116.2,86.705,173,10,1.36e-41,180.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_400_length_491_cov_0.507246,5,491,0.507246,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_401_length_490_cov_0.949153,6,490,0.949153,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_402_length_490_cov_0.714286,4,490,0.714286,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019559044.2,90.184,163,16,5.34e-93,294.0
NODE_4026_length_265_cov_1.648936,5,265,1.648936,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029864606.1,90.278,72,4,1.42e-15,91.6,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4027_length_265_cov_1.228723,4,265,1.228723,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4029_length_265_cov_0.893617,4,265,0.893617,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_403_length_489_cov_0.708738,12,489,0.708738,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4030_length_265_cov_0.888298,4,265,0.888298,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4032_length_265_cov_0.845745,4,265,0.845745,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019705532.2,80.377,265,41,1.36e-45,191.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,ABF18040.1,80.0,45,8,4.28e-14,64.7
NODE_404_length_488_cov_0.851582,13,488,0.851582,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_405_length_488_cov_0.644769,4,488,0.644769,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_406_length_487_cov_0.863415,8,487,0.863415,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019674178.2,86.374,455,62,1.39e-137,497.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,EAT42357.1,92.949,156,11,1.27e-90,268.0
NODE_407_length_486_cov_0.603912,4,486,0.603912,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_408_length_485_cov_0.901961,8,485,0.901961,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_41_length_1109_cov_0.519380,14,1109,0.519380,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_410_length_484_cov_0.948403,6,484,0.948403,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_411_length_484_cov_0.781327,5,484,0.781327,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XR_003894857.1,87.755,98,9,2.11e-21,111.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_412_length_483_cov_1.091133,6,483,1.091133,2714935,55968,85023,85006,1760,201174,-650,2,Bacteria,CP049863.1,94.021,485,26,0.0,732.0,1680,1678,31953,85004,1760,201174,-650,2,Bacteria,EDN84181.1,78.409,88,18,1.98e-39,128.0
NODE_413_length_483_cov_0.753695,4,483,0.753695,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4130_length_265_cov_0.787234,4,265,0.787234,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_415_length_483_cov_0.576355,6,483,0.576355,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_416_length_482_cov_0.975309,6,482,0.975309,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2689346,-200,675071,2732544,2732461,2732406,2732396,10239,Viruses,QHA33793.1,42.276,123,68,2.69e-26,103.0
NODE_4160_length_264_cov_1.374332,4,264,1.374332,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_001663449.2,83.333,216,36,2.25e-48,200.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,EAT34417.1,90.123,81,4,1e-34,117.0
NODE_4161_length_264_cov_1.155080,4,264,1.155080,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4162_length_264_cov_0.951872,5,264,0.951872,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_417_length_482_cov_0.743210,10,482,0.743210,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4175_length_264_cov_0.791444,5,264,0.791444,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019539609.2,74.713,87,22,2.21e-45,145.0
NODE_418_length_482_cov_0.688889,5,482,0.688889,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_419_length_480_cov_1.131514,7,480,1.131514,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019702120.2,82.857,455,76,2.38e-110,407.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019557665.2,89.308,159,17,2.77e-101,306.0
NODE_4196_length_264_cov_0.791444,4,264,0.791444,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_001648544.2,89.844,128,13,8.22e-38,165.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001648594.1,89.744,39,4,1.36e-19,74.7
NODE_42_length_1106_cov_0.524781,23,1106,0.524781,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_420_length_480_cov_0.702233,6,480,0.702233,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_421_length_480_cov_0.553350,6,480,0.553350,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_422_length_480_cov_0.526055,5,480,0.526055,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_423_length_480_cov_0.426799,5,480,0.426799,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_424_length_479_cov_1.492537,9,479,1.492537,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001658180.2,69.62,158,47,8.99e-74,239.0
NODE_425_length_479_cov_1.139303,10,479,1.139303,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_426_length_479_cov_0.763682,8,479,0.763682,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_427_length_479_cov_0.731343,6,479,0.731343,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_428_length_478_cov_0.957606,8,478,0.957606,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_021852303.1,85.54,491,55,3.8e-138,499.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021707995.1,87.619,105,13,1.8e-42,149.0
NODE_429_length_478_cov_0.775561,8,478,0.775561,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_43_length_1078_cov_0.539461,11,1078,0.539461,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_430_length_478_cov_0.710723,4,478,0.710723,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4304_length_263_cov_1.591398,4,263,1.591398,189979,189978,52729,7147,50557,6656,33208,2759,Eukaryota,OU343115.1,84.043,188,27,1.05e-41,178.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029736423.1,46.25,80,42,6.73e-14,64.7
NODE_4305_length_263_cov_1.376344,4,263,1.376344,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,28610,28609,7211,7147,50557,6656,33208,2759,Eukaryota,XP_036328002.1,79.032,62,9,2.03e-25,96.7
NODE_4306_length_263_cov_1.306452,6,263,1.306452,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4307_length_263_cov_1.080645,4,263,1.080645,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KXJ82595.1,68.966,87,27,1.4e-31,115.0
NODE_4309_length_263_cov_0.951613,4,263,0.951613,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_431_length_478_cov_0.673317,5,478,0.673317,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4310_length_263_cov_0.951613,6,263,0.951613,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_021853803.1,85.502,269,25,6.06e-69,268.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4314_length_263_cov_0.844086,4,263,0.844086,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_432_length_478_cov_0.538653,6,478,0.538653,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_433_length_478_cov_0.491272,5,478,0.491272,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_434_length_477_cov_0.795000,6,477,0.795000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_435_length_477_cov_0.577500,5,477,0.577500,402297,1839,85015,85009,1760,201174,-650,2,Bacteria,CP038462.1,95.0,460,21,0.0,721.0,1313,1301,1300,186826,91061,1239,-650,2,Bacteria,CWB19287.1,91.489,47,4,1.22e-22,89.0
NODE_436_length_477_cov_0.572500,7,477,0.572500,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_437_length_477_cov_0.570000,7,477,0.570000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_438_length_476_cov_0.894737,5,476,0.894737,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021697849.1,55.645,124,29,4.51e-29,111.0
NODE_439_length_476_cov_0.842105,6,476,0.842105,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_44_length_1074_cov_0.378134,6,1074,0.378134,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_440_length_476_cov_0.776942,8,476,0.776942,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_441_length_476_cov_0.513784,5,476,0.513784,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_442_length_475_cov_0.698492,4,475,0.698492,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_444_length_474_cov_3.010076,20,474,3.010076,1129576,1129575,33686,-400,-500,6029,4751,2759,Eukaryota,JF826419.1,98.312,474,8,0.0,832.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4448_length_263_cov_0.607527,4,263,0.607527,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_445_length_474_cov_1.246851,9,474,1.246851,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4450_length_262_cov_1.827027,7,262,1.827027,436393,139594,30102,7524,50557,6656,33208,2759,Eukaryota,KM215144.1,91.406,256,21,2.09e-93,350.0,197043,139475,30102,7524,50557,6656,33208,2759,Eukaryota,KAG8270658.1,61.905,63,23,1.23e-15,68.2
NODE_4451_length_262_cov_1.410811,4,262,1.410811,286459,286458,34680,7147,50557,6656,33208,2759,Eukaryota,XM_055985968.1,84.27,178,21,2.26e-38,167.0,7370,7369,7366,7147,50557,6656,33208,2759,Eukaryota,XP_005181460.1,80.0,55,11,6.94e-25,93.6
NODE_4452_length_262_cov_1.113514,4,262,1.113514,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019704397.2,80.12,166,31,4.97e-25,122.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019559942.2,79.412,68,14,8.38e-34,113.0
NODE_4453_length_262_cov_0.956757,4,262,0.956757,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XR_003897746.1,83.704,135,15,1.79e-24,121.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_446_length_474_cov_0.715365,4,474,0.715365,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,ABF18152.1,69.62,158,48,2.32e-81,243.0
NODE_448_length_472_cov_1.903797,18,472,1.903797,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XR_002135116.2,81.766,351,47,1.91e-71,278.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_449_length_472_cov_1.245570,12,472,1.245570,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_45_length_1070_cov_0.604230,18,1070,0.604230,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_450_length_472_cov_0.665823,4,472,0.665823,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_452_length_471_cov_0.690355,5,471,0.690355,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_453_length_471_cov_0.687817,9,471,0.687817,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_454_length_470_cov_0.531807,8,470,0.531807,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_455_length_468_cov_0.971867,6,468,0.971867,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KXJ83574.1,68.387,155,49,1.29e-68,221.0
NODE_456_length_468_cov_0.749361,4,468,0.749361,190385,139055,7157,7147,50557,6656,33208,2759,Eukaryota,XM_055754588.1,82.979,141,22,7.25e-26,126.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KXJ81001.1,63.636,154,54,4.23e-52,177.0
NODE_457_length_467_cov_0.705128,6,467,0.705128,503348,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KJ940552.1,95.484,465,21,0.0,743.0,120878,190765,7157,7147,50557,6656,33208,2759,Eukaryota,AHZ32205.1,90.26,154,15,4.73e-82,240.0
NODE_458_length_467_cov_0.617949,4,467,0.617949,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4583_length_261_cov_1.608696,5,261,1.608696,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4586_length_261_cov_0.923913,6,261,0.923913,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029873772.1,86.345,249,32,1.67e-69,270.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029729632.1,89.535,86,9,4.39e-52,171.0
NODE_4587_length_261_cov_0.918478,4,261,0.918478,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021708112.1,86.486,74,10,1.41e-25,94.4
NODE_459_length_467_cov_0.548718,6,467,0.548718,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_46_length_1059_cov_1.120163,16,1059,1.120163,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2689346,-200,675071,2732544,2732461,2732406,2732396,10239,Viruses,QHA33793.1,59.429,350,142,5.45e-142,444.0
NODE_460_length_465_cov_0.842784,4,465,0.842784,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_461_length_465_cov_0.760309,4,465,0.760309,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,EAT47578.1,85.926,135,18,1.99e-63,209.0
NODE_462_length_465_cov_0.572165,4,465,0.572165,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_463_length_465_cov_0.476804,4,465,0.476804,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_464_length_464_cov_0.816537,5,464,0.816537,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_465_length_464_cov_0.687339,4,464,0.687339,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_467_length_464_cov_0.620155,6,464,0.620155,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019681459.3,90.086,464,46,2.72e-169,603.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_019537004.1,98.701,154,2,1.44e-111,323.0
NODE_468_length_463_cov_0.720207,5,463,0.720207,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_469_length_463_cov_0.717617,4,463,0.717617,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4693_length_261_cov_0.804348,4,261,0.804348,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_47_length_1050_cov_0.568345,12,1050,0.568345,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_470_length_463_cov_0.564767,10,463,0.564767,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_471_length_462_cov_1.350649,8,462,1.350649,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_472_length_462_cov_0.862338,6,462,0.862338,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,182803,29012,6913,6893,6854,6656,33208,2759,Eukaryota,GBM52467.1,48.936,94,48,1.46e-25,97.1
NODE_4724_length_260_cov_5.398907,18,260,5.398907,7213,7212,7211,7147,50557,6656,33208,2759,Eukaryota,XR_001098364.2,90.503,179,17,1.69e-59,237.0,7375,7374,7371,7147,50557,6656,33208,2759,Eukaryota,KNC31080.1,62.651,83,22,1.33e-26,93.2
NODE_4725_length_260_cov_1.546448,6,260,1.546448,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4726_length_260_cov_1.284153,4,260,1.284153,2530218,192486,92558,7147,50557,6656,33208,2759,Eukaryota,XM_055524517.1,80.859,256,47,2.21e-48,200.0,7213,7212,7211,7147,50557,6656,33208,2759,Eukaryota,XP_004520433.2,81.176,85,16,4.11e-49,152.0
NODE_4728_length_260_cov_1.174863,4,260,1.174863,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4729_length_260_cov_1.136612,4,260,1.136612,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_473_length_462_cov_0.781818,6,462,0.781818,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4731_length_260_cov_1.060109,6,260,1.060109,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4732_length_260_cov_1.054645,4,260,1.054645,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4733_length_260_cov_1.016393,4,260,1.016393,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021710117.1,88.235,85,10,4.51e-48,161.0
NODE_4735_length_260_cov_0.857923,4,260,0.857923,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_474_length_462_cov_0.709091,6,462,0.709091,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_475_length_462_cov_0.537662,4,462,0.537662,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_478_length_460_cov_0.733681,4,460,0.733681,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_479_length_459_cov_0.753927,4,459,0.753927,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_48_length_1049_cov_0.353909,23,1049,0.353909,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_480_length_459_cov_0.575916,9,459,0.575916,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_481_length_459_cov_0.484293,4,459,0.484293,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_482_length_459_cov_0.484293,4,459,0.484293,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_483_length_458_cov_0.769029,6,458,0.769029,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_484_length_458_cov_0.729659,4,458,0.729659,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_485_length_458_cov_0.703412,5,458,0.703412,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4868_length_259_cov_1.675824,6,259,1.675824,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4869_length_259_cov_1.483516,10,259,1.483516,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_487_length_457_cov_3.397368,30,457,3.397368,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4871_length_259_cov_1.197802,4,259,1.197802,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4872_length_259_cov_1.186813,4,259,1.186813,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4873_length_259_cov_1.153846,4,259,1.153846,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4874_length_259_cov_1.082418,4,259,1.082418,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_4875_length_259_cov_1.016484,5,259,1.016484,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KXJ75623.1,94.643,56,2,6.46e-31,108.0
